Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,665.950012,666.349976,656.549988,658.049988,655.221924,480016
2023-03-10,655.000000,658.799988,649.349976,656.099976,653.280334,443979
2023-03-13,660.000000,664.950012,651.150024,654.299988,651.488037,471640
2023-03-14,657.200012,668.900024,652.200012,656.200012,653.379944,968618
2023-03-15,658.200012,666.450012,655.000000,658.299988,655.470886,679462
2023-03-16,660.650024,668.000000,653.549988,666.200012,663.336914,596960
2023-03-17,668.000000,669.000000,654.299988,657.000000,654.176453,698565
2023-03-20,654.950012,655.000000,640.799988,646.400024,643.622070,538837
2023-03-21,655.000000,655.450012,646.099976,649.400024,646.609131,303443
2023-03-22,650.250000,662.000000,649.000000,658.849976,656.018494,279093
2023-03-23,660.349976,663.000000,646.650024,648.549988,645.762756,1304892
2023-03-24,651.000000,654.849976,638.349976,640.000000,637.249512,721966
2023-03-27,644.000000,673.750000,641.750000,658.750000,655.918945,3965489
2023-03-28,661.900024,661.900024,640.950012,644.400024,641.630615,998013
2023-03-29,644.400024,659.000000,643.200012,652.400024,649.596252,946826
